name,H_mag,a,e,sin_i,n,g,s,LCE,My,family1
776,7.79,2.932607,0.1340461,0.2946287,71.667687,44.552936,-62.270204,0.64,-2,0
804,7.81,2.839085,0.1154876,0.2652756,75.238813,47.487838,-57.776426,1.47,-2,0
811,10.62,2.896927,0.0612736,0.0397632,72.992416,73.716798,-68.245154,1.49,-2,158
832,11.18,2.8643956,0.0438981,0.0368724,74.240311,70.638987,-65.235125,1.49,-2,158
838,10.05,2.8982656,0.0916621,0.1990896,72.94347,58.933798,-63.987537,4.51,-2,0
845,10.12,2.9395575,0.0359464,0.2078778,71.411874,60.247576,-63.271816,1.48,-2,845
891,9.89,2.8604403,0.0324704,0.2158581,74.396772,53.719497,-58.168608,0.68,-2,0
899,10.01,2.9078704,0.1533769,0.2360115,72.58199,54.420251,-67.602589,9.35,-2,0
906,9.21,2.8946184,0.0518596,0.1948308,73.081943,58.968903,-61.907389,1.18,-2,0
910,10.34,2.9246562,0.1754985,0.1448796,71.955653,70.162881,-78.701708,1.32,-2,0
918,10.48,2.865699,0.1584854,0.2133716,74.190998,56.131042,-66.986704,4.8,-2,0
924,9.37,2.9375251,0.1210069,0.1432013,71.483997,70.381883,-72.584344,4.77,-2,0
957,9.77,2.9193299,0.095146,0.2696981,72.156941,48.307867,-60.578394,1.62,-2,0
962,11.29,2.9057051,0.062355,0.0351565,72.661645,74.773177,-68.999884,0.94,-2,158
968,10.12,2.867267,0.1660541,0.2126049,74.129894,56.483607,-68.03501,0.19,-2,0
975,10.4,2.834136,0.0485242,0.0378032,75.433154,69.156811,-63.342803,1.49,-2,158
993,11.37,2.8612651,0.0458774,0.0362935,74.362247,70.412547,-65.098139,1.53,-2,158
1010,10.55,2.9310181,0.068971,0.0482904,71.72181,77.040187,-71.095925,1.45,-2,0
1024,10.69,2.8668009,0.1884865,0.2622648,74.149001,48.908337,-66.895998,1.07,-2,0
1029,10.84,2.8903262,0.0623724,0.0389609,73.2426,73.115597,-67.836448,1.68,-2,158
1054,10.44,2.9211541,0.0990908,0.1701518,72.086935,64.941796,-67.79261,1.45,-2,0
1057,10.85,2.8926437,0.2062031,0.0862484,73.152429,74.398356,-84.341054,1.94,-2,0
1067,10.63,2.8709539,0.1573624,0.2061339,73.987022,57.364021,-67.740973,0.5,-2,0
1068,10.54,2.9084074,0.1254056,0.1138958,72.560311,70.930283,-72.239349,2.23,-2,0
1079,10.99,2.8738829,0.047267,0.0364264,73.872743,71.512864,-66.018781,1.49,-2,158
1092,10.72,2.9023392,0.0972256,0.1124232,72.795547,70.00667,-69.132714,76.1,10,0
1100,10.8,2.8984745,0.0468946,0.0368707,72.934008,73.827686,-67.724386,1.25,-2,158
1116,9.65,2.9244916,0.2049462,0.3042621,71.965973,43.27601,-68.893785,0.25,-2,0
1124,10.65,2.9270387,0.0418167,0.1313424,71.869302,69.79094,-66.824008,1.49,-2,0
1149,10.32,2.898896,0.0532271,0.2230014,72.92255,54.962203,-60.511517,31.48,-2,0
1189,9.86,2.9316848,0.0725774,0.1930591,71.699367,62.188191,-65.276289,1.46,-2,1189
1191,10.67,2.8923404,0.0892229,0.3037761,73.170693,40.5182,-56.259976,1.5,-2,0
1194,10.42,2.9135563,0.125904,0.2102641,72.369846,58.681749,-67.062054,1.45,-2,0
1197,10.09,2.8820769,0.2495671,0.2624985,73.558861,50.697365,-77.231296,0.27,-2,0
1203,11.56,2.8849929,0.2201361,0.110561,73.44379,72.278212,-85.181198,2.96,-2,0
1206,11.43,2.8657686,0.0634507,0.2394811,74.189745,50.550864,-58.062242,3.21,-2,0
1211,10.9,2.9298632,0.1301452,0.2001792,71.765879,61.605321,-69.338518,2.22,-2,0
1223,10.42,2.8695166,0.0436389,0.0371433,74.041548,71.07138,-65.57387,1.5,-2,158
1240,9.98,2.8679833,0.141569,0.1859613,74.101843,59.773275,-67.110179,0.83,-2,0
1245,9.84,2.8931482,0.0439902,0.042052,73.135685,73.104373,-67.166699,1.49,-2,158
1264,9.48,2.8633764,0.2368164,0.4195108,74.286856,20.034948,-57.624334,39.62,10,0
1288,11.31,2.8851645,0.0305222,0.1502665,73.440864,63.950348,-62.942762,1.49,-2,0
1289,10.49,2.8605633,0.0513733,0.0365516,74.389598,70.406053,-65.260832,1.49,-2,158
1308,10.71,2.9096048,0.0492657,0.1032517,72.515894,70.947765,-67.04341,23.03,-2,0
1321,9.89,2.9420696,0.1597723,0.1756907,71.318282,67.419609,-75.686109,14.58,-2,0
1334,10.34,2.9150741,0.1043802,0.184383,72.312957,62.484666,-66.948729,1.42,-2,0
1336,10.57,2.850773,0.0484227,0.0358538,74.773385,69.643294,-64.482578,1.49,-2,158
1337,11.12,2.9104653,0.071949,0.2982773,72.487874,42.207076,-56.705738,0.07,-2,0
1350,10.59,2.8580445,0.0516069,0.0390318,74.488029,70.13343,-65.06807,1.54,-2,158
1363,11.28,2.9027091,0.0464514,0.0338485,72.773631,74.319104,-68.042883,46.59,-2,158
1366,10.21,2.8744726,0.1202759,0.1630473,73.850739,62.665844,-66.774266,1.53,-2,0
1389,11.41,2.8660595,0.0435429,0.0372826,74.175636,70.765558,-65.330988,1.49,-2,158
1423,10.81,2.8601605,0.0448296,0.0370018,74.405363,70.290414,-64.976982,1.48,-2,158
1442,11.35,2.8749081,0.0450905,0.037197,73.833226,71.562521,-65.997788,1.5,-2,158
1443,11.01,2.9381686,0.0376307,0.0355985,71.460129,78.028794,-70.24366,1.5,-2,158
1482,10.94,2.8723267,0.0487261,0.034731,73.93281,71.436319,-65.986548,1.19,-2,158
1497,11.37,2.8952396,0.0568951,0.037554,73.056298,73.576987,-67.929205,1.49,-2,158
1521,11.94,2.8501131,0.1232686,0.2593827,74.80213,47.805682,-59.410246,1.62,-2,293
1540,10.76,2.8490836,0.1216316,0.1955311,74.841207,57.559461,-63.349989,0.48,-2,0
1553,11.47,2.9068363,0.13027,0.0387129,72.618351,75.952796,-74.945236,0.0,-2,0
1570,11.92,2.8437316,0.0436074,0.0361648,75.051472,69.127401,-63.83096,1.49,-2,158
1585,10.18,2.9305023,0.2148878,0.4616585,71.750477,9.187658,-53.538209,2.45,-2,0
1596,10.53,2.8908247,0.1545886,0.2437641,73.226037,52.239736,-66.679001,1.03,10,0
1597,11.54,2.8460484,0.1290757,0.196897,74.961021,57.762659,-63.725594,1.65,-2,0
1616,11.12,2.9104986,0.0310698,0.1351038,72.483277,67.808904,-65.238638,1.57,-2,0
1618,11.06,2.8687839,0.0458751,0.0364558,74.069915,71.047492,-65.612866,1.49,-2,158
1635,10.97,2.8533802,0.0447973,0.0371023,74.670891,69.752542,-64.513367,1.49,-2,158
1670,11.07,2.9027353,0.0967572,0.1659536,72.773747,63.992958,-66.583462,84.05,10,0
1702,11.01,2.8578194,0.1050209,0.1541093,74.49759,62.515649,-64.782153,1.43,-2,0
1708,11.63,2.9169128,0.2902733,0.1164319,72.237834,78.63507,-108.052385,2.02,-2,0
1725,11.24,2.9025833,0.0583728,0.0375324,72.780946,74.331557,-68.534481,36.21,-2,158
1741,11.39,2.8849466,0.0394276,0.0376068,73.447985,72.433302,-66.491573,1.5,-2,158
1742,11.15,2.8892082,0.0588473,0.035801,73.284493,73.071191,-67.615429,11.86,-2,158
1745,11.87,2.8458958,0.0422448,0.0382523,74.965843,69.171505,-63.90765,1.45,-2,158
1762,11.28,2.8760788,0.0460677,0.0356666,73.788109,71.722724,-66.133459,1.5,-2,158
1774,12.06,2.8769464,0.0588925,0.0345234,73.754623,71.96295,-66.762272,0.59,-2,158
1802,11.56,2.8431534,0.0439458,0.0361406,75.07438,69.103678,-63.80419,1.49,-2,158
1809,11.64,2.9273904,0.0749748,0.0366228,71.855124,77.167206,-71.377242,1.49,-2,158
1824,11.29,2.8846093,0.0484399,0.036679,73.460822,72.502747,-66.809709,1.49,-2,158
1835,11.63,2.8331336,0.0518908,0.0366496,75.473915,69.469847,-63.418063,15.52,-2,158
1840,11.64,2.9174813,0.034186,0.035123,72.222059,75.767194,-68.665973,1.49,-2,158
1848,10.95,2.8712502,0.0537388,0.0400525,73.97441,71.230131,-66.057865,1.5,-2,158
1878,11.71,2.845678,0.0427739,0.0374848,74.97445,69.187961,-63.91976,1.49,-2,158
1894,12.03,2.886722,0.0367197,0.0355468,73.3802,72.646141,-66.55452,1.49,-2,158
1908,10.96,2.8912693,0.0678908,0.0826515,73.207162,71.037784,-67.310134,1.5,-2,0
1912,11.78,2.9028818,0.0647295,0.0369138,72.767456,74.426568,-68.89427,49.99,10,158
1913,11.49,2.8795461,0.0468745,0.0363337,73.654783,72.027697,-66.398953,0.0,-2,158
1930,11.07,2.8964336,0.1357746,0.2522115,73.013828,50.715626,-63.895191,0.83,-2,0
1954,11.32,2.9364078,0.2522397,0.2950795,71.527109,47.791036,-78.674263,28.31,-2,0
1955,12.01,2.8550147,0.0468586,0.0369069,74.606734,69.906011,-64.700183,1.45,-2,158
2023,11.51,2.8798836,0.2738242,0.3429363,73.644807,35.927433,-72.114219,46.98,-2,0
2051,11.56,2.8412042,0.0448543,0.037302,75.151694,69.000315,-63.691291,1.49,-2,158
2082,12.79,2.9219071,0.1936636,0.0327006,72.055276,79.883603,-86.53046,47.09,10,0
2092,11.86,2.8481949,0.0469117,0.0362894,74.875017,69.435741,-64.246379,0.02,-2,158
2117,11.74,2.8702575,0.0495752,0.037296,74.012827,71.18692,-65.848337,1.77,-2,158
2123,11.55,2.860199,0.0398053,0.0358603,74.403883,70.279684,-64.823256,1.49,-2,158
2144,11.28,2.8755177,0.0457617,0.0369753,73.809726,71.630444,-66.068217,1.48,-2,158
2155,12.26,2.8563002,0.0441525,0.0375284,74.556353,69.957664,-64.683878,1.49,-2,158
2160,12.09,2.8984623,0.0664669,0.0357952,72.934327,74.058763,-68.693826,0.99,-2,158
2172,12.05,2.896236,0.119926,0.037375,73.017828,74.724626,-72.829604,0.03,10,0
2176,12.09,2.9313481,0.0693392,0.032859,71.709595,77.657146,-71.345298,1.49,-2,158
2188,11.65,2.9025366,0.0591577,0.0344227,72.782196,74.428499,-68.608217,26.26,-2,158
2209,11.15,2.8464524,0.048426,0.0377212,74.943805,69.308877,-64.168036,1.49,-2,158
2224,11.92,2.880997,0.0480652,0.0354058,73.59911,72.199343,-66.5567,1.49,-2,158
2225,11.92,2.8524527,0.0491817,0.0372116,74.70731,69.734379,-64.610786,1.49,-2,158
2226,11.71,2.8689669,0.045017,0.0360777,74.062829,71.066853,-65.597772,1.49,-2,158
2230,11.88,2.8582376,0.0428064,0.037941,74.48052,70.086241,-64.764268,1.36,-2,158
2268,11.72,2.9406619,0.0913271,0.0370731,71.368716,78.930666,-73.689805,1.49,-2,158
2288,10.85,2.9096942,0.1929533,0.241369,72.514427,54.292202,-72.469431,22.19,-2,0
2295,11.77,2.9023491,0.0592557,0.0616457,72.79091,73.278991,-68.142669,26.54,-2,0
2300,11.82,2.8384373,0.0459086,0.0365715,75.261669,68.971145,-63.550909,1.51,-2,158
2319,12.09,2.9059145,0.0563443,0.0330271,72.653832,74.789555,-68.729201,1.57,-2,158
2326,10.95,2.8611165,0.1331843,0.2575822,74.370711,48.346922,-61.003111,0.92,-2,293
2338,11.78,2.8330707,0.0485082,0.0374075,75.474442,69.29659,-63.274663,19.01,-2,158
2377,11.99,2.879111,0.0476768,0.03737,73.671471,71.962351,-66.386249,1.61,-2,158
2378,10.96,2.8893906,0.1412175,0.2509609,73.28144,50.624266,-63.887192,23.84,-2,0
2407,11.03,2.9231934,0.1836994,0.0540329,72.008072,78.719746,-84.312206,1.39,-2,0
2426,11.51,2.9095759,0.1475053,0.1600419,72.515356,66.142004,-72.495664,25.91,-2,0
2470,11.71,2.8878869,0.0466435,0.0354937,73.3357,72.833974,-66.982125,0.37,-2,158
2482,12.58,2.9285006,0.0759729,0.0341559,71.814219,77.388795,-71.567501,1.48,-2,158
2498,11.78,2.9176019,0.0544658,0.0367694,72.217459,75.867675,-69.446698,1.49,-2,158
2502,11.48,2.9374628,0.2618428,0.300745,71.488319,47.288705,-79.923664,8.22,-2,0
2506,11.84,2.899192,0.0437004,0.0356541,72.909668,73.911257,-67.666844,11.76,-2,158
2541,11.93,2.9358217,0.055053,0.0371765,71.545784,77.859853,-70.80503,1.39,-2,158
2555,11.9,2.8697185,0.0464107,0.0357785,74.033706,71.154086,-65.704767,1.7,-2,158
2574,11.77,2.8507064,0.0467797,0.0365471,74.776023,69.598247,-64.408933,1.39,-2,158
2589,12.12,2.8798264,0.0469871,0.0368538,73.644025,72.038827,-66.416556,1.45,-2,158
2591,11.39,2.9393003,0.05746,0.0368171,71.4187,78.293759,-71.191938,0.0,-2,158
2612,10.96,2.8959533,0.2262692,0.3163097,73.033041,40.177043,-68.725335,4.08,-2,0
2620,12.61,2.8586322,0.0405423,0.0364343,74.465097,70.140955,-64.73451,1.49,-2,158
2626,11.76,2.8502696,0.0516181,0.0355139,74.793188,69.662362,-64.577902,1.54,-2,158
2628,12.55,2.9080904,0.1104118,0.0349339,72.571661,75.747342,-72.83671,2.05,-2,0
2683,11.73,2.915621,0.0232734,0.0388372,72.291294,75.370486,-68.188498,1.49,-2,158
2700,11.9,2.907027,0.0516683,0.0415266,72.612182,74.574731,-68.476611,1.52,-2,158
2713,11.47,2.8545827,0.0448749,0.0371117,74.623719,69.844572,-64.597848,2.49,-2,158
2724,11.43,2.9237702,0.1212042,0.0599185,71.988217,76.561211,-74.916456,1.52,-2,0
2726,12.11,2.8593244,0.0484344,0.0368572,74.437999,70.264438,-65.055624,1.49,-2,158
2729,11.51,2.8880989,0.0462942,0.0398649,73.327607,72.712973,-66.930911,1.19,-2,158
2742,11.81,2.9097941,0.045429,0.0380694,72.508115,74.927502,-68.463486,17.28,-2,158
2755,13.17,2.848644,0.214131,0.0946551,74.855185,75.262391,-81.767424,26.48,-2,0
2785,12.25,2.8733548,0.0414524,0.039611,73.893171,71.31692,-65.731791,1.58,-2,158
2811,11.73,2.8651245,0.0456787,0.0337099,74.211945,70.80684,-65.38431,1.49,-2,158
2814,12.04,2.8683704,0.047542,0.0363973,74.085931,71.028409,-65.647882,1.48,-2,158
2833,11.73,2.8757968,0.0486062,0.0371735,73.798961,71.674751,-66.195036,1.49,-2,158
2837,11.84,2.9036384,0.0485574,0.0360238,72.738733,74.408368,-68.177236,18.75,-2,158
2866,11.68,2.9110475,0.1725545,0.1548458,72.461434,67.532027,-76.386131,2.56,-2,0
2901,11.94,2.8642735,0.0419696,0.0386965,74.245079,70.556195,-65.138767,1.47,-2,158
2924,11.92,2.8876973,0.044713,0.0356757,73.342964,72.79395,-66.892374,1.42,-2,158
2931,11.75,2.8750345,0.0474495,0.0373327,73.828338,71.590451,-66.094236,1.49,-2,158
2948,12.56,2.8634368,0.1062214,0.2239476,74.280461,53.385721,-61.307056,16.0,-2,0
2953,11.69,2.828201,0.0558546,0.0380152,75.67393,73.374096,-63.257935,43.88,-2,158
2958,12.27,2.8735237,0.0458374,0.0373792,73.886622,71.438701,-65.927268,1.44,-2,158
2963,12.2,2.8707625,0.0465903,0.0371859,73.993304,71.205949,-65.767187,1.33,-2,158
2969,12.44,2.8452736,0.0459122,0.0370674,74.990423,69.221147,-64.00548,1.48,-2,158
2983,11.45,2.8470696,0.0327325,0.0923756,74.919879,66.449887,-62.65207,1.48,-2,0
2985,11.98,2.8478849,0.0401935,0.0409042,74.887295,69.192653,-63.944253,1.53,-2,158
2987,12.26,2.8867955,0.0959379,0.0226984,73.376838,73.700443,-70.032775,1.49,-2,0
3016,12.23,2.8344832,0.0524177,0.035277,75.419256,69.337452,-63.544017,1.49,-2,158
3019,11.84,2.8636016,0.0451187,0.0363724,74.271201,70.597515,-65.229276,1.5,-2,158
3032,11.49,2.893561,0.045264,0.0367027,73.119994,73.333779,-67.315501,1.49,-2,158
3044,11.79,2.8518563,0.128633,0.2528192,74.733329,49.006165,-60.410208,8.65,-2,0
3089,11.11,2.9310071,0.209716,0.2551985,71.724126,53.675365,-75.550376,19.27,-2,0
3097,12.23,2.9303349,0.0886229,0.1350493,71.747692,70.135301,-69.491674,1.43,-2,0
3099,11.23,2.8807924,0.2229072,0.2500221,73.608021,52.380365,-74.663626,0.82,10,0
3117,12.34,2.8466409,0.044486,0.0366712,74.936378,69.293744,-64.052104,1.49,-2,158
3131,11.88,2.9240529,0.0761042,0.0333756,71.978247,76.91974,-71.212634,1.56,-2,158
3143,12.37,2.846518,0.0596616,0.0351691,74.941128,69.578689,-64.676024,1.49,-2,158
3156,11.53,2.8553709,0.2235338,0.2758887,74.594661,48.264031,-69.878412,5.54,-2,0
3170,12.28,2.9291388,0.0975077,0.0346699,71.790468,77.789149,-73.364975,1.14,-2,158
3176,11.06,2.8759028,0.0482463,0.2976844,73.79916,40.802459,-54.221817,1.47,-2,0
3191,12.11,2.8744644,0.0452846,0.0364889,73.850326,71.545129,-65.982786,1.51,-2,158
3195,12.44,2.9113361,0.0384669,0.0352373,72.450973,75.123538,-68.347717,1.45,-2,158
3207,12.24,2.9081805,0.0450409,0.0375411,72.568987,74.769687,-68.327563,1.99,-2,158
3226,13.1,2.8737436,0.0490663,0.0333841,73.878094,71.603842,-66.114516,1.45,-2,158
3261,11.71,2.9045512,0.0530776,0.037134,72.70428,74.410403,-68.423459,48.26,-2,158
3303,11.96,2.8970038,0.0466317,0.0367674,72.989598,73.680865,-67.610555,1.56,-2,158
3334,11.68,2.8495791,0.0447539,0.037296,74.820436,69.472387,-64.251422,1.35,-2,158
3337,12.35,2.8431909,0.0505199,0.037447,75.072861,69.180854,-64.031116,1.49,-2,158
3374,12.5,2.9483313,0.050278,0.0345762,71.090639,79.361074,-71.529834,1.49,-2,158
3377,12.48,2.9138261,0.0472554,0.0369324,72.358017,75.400547,-68.856164,1.49,-2,158
3380,12.05,2.8426907,0.0503486,0.0365578,75.092685,69.181632,-64.001328,1.09,-2,158
3386,12.58,2.8378897,0.0523532,0.0365162,75.28343,69.131392,-63.75702,1.0,-2,158
3409,11.94,2.8557046,0.0465154,0.0373166,74.579676,69.943371,-64.730069,1.5,-2,158
3436,12.38,2.8635131,0.0390593,0.0370964,74.27468,70.514815,-65.011753,1.67,-2,158
3457,11.95,2.8541977,0.0459612,0.0368351,74.638785,69.835389,-64.61368,1.49,-2,158
3501,11.67,2.9229049,0.0710434,0.1048929,72.021341,72.325292,-69.030145,1.68,-2,0
3515,12.41,2.8449801,0.0460615,0.0374119,75.002038,69.19707,-63.986916,1.5,-2,158
3516,12.22,2.8822951,0.0445653,0.0365924,73.54939,72.255285,-66.498927,1.5,-2,158
3532,11.84,2.9154525,0.0342675,0.1644519,72.298984,64.678069,-64.25309,1.49,-2,0
3545,12.16,2.8699395,0.0422748,0.0374342,74.025179,71.08789,-65.552456,1.49,-2,158
3550,11.66,2.9263136,0.1748927,0.2320469,71.896757,56.709306,-71.947686,2.93,-2,0
3580,12.66,2.8579426,0.2811949,0.0657314,74.48622,82.062062,-101.222788,8.23,-2,0
3623,11.94,2.8524451,0.0501844,0.0359157,74.707598,69.783519,-64.663852,1.47,-2,158
3661,12.08,2.930488,0.0893097,0.0361209,71.740979,77.748076,-72.722391,1.49,-2,158
3689,12.12,2.8804173,0.0466182,0.1682939,73.62283,61.509925,-62.26187,1.49,-2,0
3726,12.0,2.8662407,0.0459183,0.0332595,74.168566,70.917089,-65.474453,1.49,-2,158
3765,12.74,2.8433075,0.0429421,0.0367393,75.068281,69.078996,-63.77451,1.48,-2,158
3778,12.54,2.8714241,0.0464283,0.0376416,73.967719,71.249204,-65.801067,1.49,-2,158
3780,12.06,2.8699895,0.0411677,0.0372843,74.023249,71.087589,-65.520117,1.52,-2,158
3781,12.34,2.8443882,0.0430486,0.0401313,75.025492,69.037783,-63.810437,1.49,-2,158
3787,11.48,2.8504463,0.1613584,0.2111432,74.787406,56.762639,-66.468666,1.33,-2,0
3791,11.98,2.8833589,0.0460308,0.0377152,73.508661,72.331993,-66.614815,1.35,-2,158
3804,12.48,2.8977916,0.0563646,0.0377983,72.959756,73.816485,-68.084504,1.42,-2,158
3846,11.93,2.9370605,0.1156507,0.1716864,71.501608,66.373992,-70.301933,1.62,-2,0
3856,11.96,2.8764944,0.0396336,0.0369943,73.772149,71.668965,-65.920725,1.49,-2,158
3903,11.96,2.9296859,0.0861055,0.0363597,71.770507,77.600798,-72.390158,1.5,-2,158
3906,10.44,2.9325516,0.0767411,0.4276056,71.67399,13.349074,-47.353357,1.55,-2,0
3941,12.87,2.9280804,0.043314,0.0350955,71.829966,76.959759,-69.709828,1.49,-2,158
3971,11.34,2.8503584,0.1380684,0.250877,74.792138,49.635841,-61.285771,2.11,-2,0
3975,12.21,2.8988277,0.0627675,0.0348193,72.920761,74.08549,-68.527421,3.7,-2,158
3978,11.64,2.8822786,0.068999,0.2275133,73.552553,53.408763,-60.00161,0.32,10,0
3985,11.16,2.8515772,0.1235729,0.2599825,74.744422,47.684737,-59.482849,24.19,-2,293
4076,12.07,2.8514858,0.0500632,0.0359544,74.745371,69.710257,-64.593434,16.29,-2,158
4084,12.05,2.9093602,0.0359248,0.0362061,72.524169,74.836014,-68.116459,20.27,-2,158
4094,12.68,2.8780447,0.2888404,0.0630951,73.706999,80.342225,-105.561924,20.63,-2,0
4117,12.3,2.8398799,0.1482339,0.2271738,75.205918,55.426869,-63.278921,1.41,-2,0
4119,11.5,2.8841634,0.1633634,0.2121855,73.479113,57.159934,-68.944173,2.08,-2,0
4123,12.91,2.8336752,0.0494866,0.0354624,75.451562,69.311645,-63.373747,1.7,-2,158
4127,12.48,2.8670919,0.006994,0.033371,74.135651,70.778761,-64.703667,1.49,-2,0
4162,11.61,2.8368906,0.1374617,0.2589382,75.32569,50.629141,-59.828612,2.68,-2,0
