name,H_mag,a,e,sin_i,n,g,s,LCE,My,family1
172,8.62,2.3798554,0.0721847,0.1768227,98.044562,34.449861,-38.533937,2.94,2,0
178,9.37,2.460158,0.0527987,0.0226453,93.281349,41.354996,-43.318353,2.96,2,0
182,9.1,2.418307,0.1762831,0.0196282,95.717676,41.604278,-46.481549,12.42,2,0
186,8.89,2.361846,0.0741744,0.2215544,99.168779,31.316157,-37.330073,2.74,2,0
189,9.24,2.4503641,0.0151247,0.0982478,93.841682,39.383188,-41.796474,2.98,2,0
192,7.16,2.4028279,0.2096643,0.1227453,96.639827,38.681707,-46.875411,63.23,2,0
198,8.28,2.4590219,0.1793621,0.1868568,93.346329,38.476904,-46.029807,1.32,2,0
219,9.2,2.3540499,0.1665868,0.1944601,99.661208,33.063671,-40.687293,0.0,2,0
220,11.04,2.3485833,0.2030199,0.155986,100.008856,35.064085,-43.245351,21.82,2,0
230,7.43,2.3823348,0.0427286,0.1767175,97.891572,34.439707,-38.115578,2.97,2,0
234,9.06,2.3857259,0.1734575,0.2408859,97.682124,31.075489,-41.445057,28.13,2,0
248,10.08,2.4708699,0.0744361,0.0849164,92.675338,40.981665,-43.780486,0.0,2,0
249,11.11,2.3775432,0.1788738,0.1741725,98.187044,35.000058,-42.699566,42.07,2,0
261,9.36,2.3315491,0.1311247,0.0511829,101.10713,37.402026,-40.100887,2.71,2,0
265,11.74,2.4209325,0.241599,0.4559098,95.563732,11.470374,-37.52334,64.99,2,0
273,10.31,2.3950694,0.1754444,0.3540152,97.114172,21.480326,-37.4924,23.88,2,0
282,10.87,2.3392566,0.1025581,0.1533777,100.608385,34.474057,-38.278191,2.95,2,0
284,10.03,2.3583944,0.1945452,0.154581,99.38533,35.414367,-43.166757,24.43,2,0
287,8.28,2.3529833,0.049726,0.170534,99.729366,33.977263,-37.274948,2.73,2,0
290,11.89,2.3372294,0.2255699,0.3870561,100.742303,17.861224,-36.781002,115.73,2,25
299,11.25,2.4341828,0.0441672,0.0428323,94.778999,40.601245,-41.951766,4.18,2,0
302,11.01,2.4056663,0.1064824,0.0583644,96.469547,39.85718,-42.233033,0.21,2,302
304,9.73,2.4037292,0.1251955,0.2556222,96.587625,30.266841,-40.161391,5.11,2,0
306,8.73,2.3580133,0.117584,0.1169692,99.409707,36.61985,-40.015577,3.01,2,0
313,9.01,2.3758369,0.2324986,0.2039727,98.293044,33.59807,-45.443973,98.88,2,0
323,9.49,2.3820133,0.2480495,0.4127771,97.914057,16.021218,-38.584068,17.17,2,25
326,9.29,2.3175924,0.2033926,0.3943312,102.025399,16.665155,-34.712405,27.34,2,25
329,9.48,2.4756207,0.0882999,0.2771348,92.410655,30.233943,-39.5277,8.93,2,0
330,12.33,2.4701627,0.2183699,0.1108628,92.715189,48.206316,-51.741198,106.43,2,0
335,9.04,2.4749558,0.1631611,0.0809201,92.445314,47.015129,-48.123264,11.69,2,0
337,8.71,2.3830389,0.1569302,0.1391294,97.847341,36.771803,-42.407173,4.68,2,0
343,11.5,2.4115825,0.2123977,0.0465176,96.1132,41.330134,-48.51741,25.11,2,0
345,8.7,2.325334,0.0986666,0.1799133,101.513759,32.775492,-37.236507,3.07,2,0
370,10.49,2.3244375,0.0484353,0.1474443,101.572426,34.194773,-36.618495,3.03,2,0
391,10.76,2.3213129,0.3041439,0.3887891,101.803006,18.529739,-41.352158,332.05,2,0
428,11.88,2.3079187,0.1545693,0.0997997,102.664387,35.549768,-39.729165,2.61,2,0
432,8.88,2.3692781,0.1443943,0.1912688,98.701821,33.60251,-40.266689,5.53,2,0
435,10.25,2.4494581,0.1211818,0.028666,93.893119,42.112371,-44.96247,1.92,2,0
437,10.27,2.3855624,0.2047564,0.1481287,97.691511,36.79948,-45.185196,13.67,2,0
442,9.9,2.3453185,0.100553,0.0992331,100.218146,36.717429,-39.159996,2.98,2,0
463,11.61,2.3977958,0.1807884,0.2174726,96.945204,32.983843,-42.692975,19.87,2,0
470,10.0,2.404785,0.1227783,0.1255942,96.522856,37.889865,-42.011611,0.0,2,0
474,10.86,2.4538529,0.1775132,0.1456264,93.641236,40.230869,-46.71062,27.76,2,0
477,10.2,2.4154154,0.1529353,0.0890114,95.885622,39.854819,-44.421197,17.71,2,0
486,11.07,2.3519514,0.1923995,0.1808313,99.794398,33.880247,-42.248953,20.08,2,0
495,10.76,2.486811,0.1184729,0.0438928,91.785328,52.274833,-46.795497,14.7,2,0
502,10.78,2.3830898,0.2165596,0.3993436,97.84759,16.848992,-37.212016,18.34,2,25
554,8.87,2.3746811,0.1487471,0.0649769,98.364093,38.825675,-42.61946,22.71,2,0
556,9.44,2.4654229,0.1193335,0.1056479,92.982651,41.285208,-44.830381,3.84,2,4
557,12.03,2.4419465,0.1290669,0.0580656,94.326829,41.444348,-44.782337,16.46,2,0
565,10.75,2.4432096,0.1689441,0.2062258,94.254596,35.497949,-44.141386,3.88,2,0
571,11.58,2.4100881,0.2133791,0.0910072,96.203379,40.212201,-48.031731,19.34,2,0
572,10.78,2.4007058,0.1358077,0.1853726,96.769514,34.875588,-41.245713,6.72,2,0
584,8.55,2.3736938,0.1786686,0.2097533,98.426567,32.815774,-41.76585,12.25,2,0
585,10.3,2.4296767,0.1686071,0.1328645,95.041772,39.000127,-45.263547,35.99,2,0
587,11.86,2.3351186,0.2202527,0.4047851,100.878793,15.961653,-35.738454,5.61,2,25
620,10.8,2.4354584,0.1001567,0.1328257,94.704765,38.346878,-42.325262,2.6,2,0
622,10.2,2.4146967,0.2159389,0.1449507,95.926563,38.361748,-47.502564,52.33,2,0
623,10.68,2.4603352,0.1443198,0.2546701,93.272666,32.346821,-42.102754,13.29,2,0
646,12.45,2.324847,0.1650292,0.1312829,101.544917,35.113338,-40.526002,4.36,2,0
647,11.07,2.4427872,0.1950793,0.1387049,94.27814,40.035894,-47.514101,20.88,2,0
650,12.52,2.45819,0.161543,0.0554286,93.392869,43.486715,-47.341884,0.41,2,135
684,10.82,2.4320124,0.0453975,0.1023176,94.906173,39.076434,-41.299813,2.98,2,0
689,12.18,2.3158791,0.1877534,0.0955644,102.135342,36.072759,-41.777123,15.2,2,0
724,13.79,2.4559458,0.2406816,0.2019397,93.528188,39.316963,-50.200817,115.88,2,0
732,10.4,2.4565919,0.0635121,0.1910945,93.485616,35.1678,-40.892838,0.72,2,0
750,12.12,2.4433785,0.1629854,0.0548268,94.243633,42.234469,-46.689309,6.13,2,0
752,10.16,2.4631858,0.0910462,0.0879792,93.109435,40.879479,-43.904661,2.99,2,752
753,10.11,2.3293755,0.2161335,0.1558275,101.248996,34.457014,-43.242083,56.2,2,0
757,10.05,2.37317,0.1105357,0.135737,98.458772,36.363879,-40.091816,2.34,2,0
783,10.96,2.3425331,0.1966222,0.1499724,100.396663,35.082035,-42.698071,16.2,2,0
852,9.94,2.3626532,0.2406418,0.4039413,99.119709,16.676878,-37.904857,79.17,2,25
853,11.36,2.3123532,0.1187366,0.1637235,102.369778,33.219942,-37.651349,8.27,2,0
854,11.86,2.3682253,0.163597,0.1124298,98.766904,37.336422,-42.541026,24.48,2,0
855,11.68,2.3614687,0.1840425,0.1875411,99.191541,33.780757,-42.02818,9.23,2,0
856,10.62,2.4361297,0.1588836,0.240597,94.666391,32.491234,-42.390659,1.65,2,0
865,11.48,2.4179253,0.2426608,0.2367744,95.729888,33.291074,-47.291249,45.61,2,0
870,11.65,2.3214893,0.2256362,0.0871347,101.763737,36.63131,-44.562912,90.72,2,0
877,10.74,2.4873298,0.1163677,0.060285,91.756265,52.224965,-46.568784,23.71,2,0
878,14.56,2.3605428,0.1877301,0.037331,99.249512,38.930674,-44.308815,25.74,2,135
889,11.02,2.4461101,0.188096,0.1332784,94.086299,40.399477,-47.290556,18.98,2,0
900,11.52,2.4721853,0.1317811,0.2055855,92.602154,37.19508,-43.378579,3.77,2,0
902,11.89,2.4466191,0.148672,0.1128049,94.056819,40.409059,-45.29086,2.19,2,0
908,10.79,2.4755561,0.1699248,0.2142501,92.412921,40.280665,-45.457521,23.57,2,0
914,9.08,2.4556059,0.2475429,0.4297871,93.545449,16.712625,-40.547409,45.78,2,0
916,11.39,2.3644363,0.1912665,0.1996175,99.004479,33.212916,-42.319701,29.36,2,0
917,11.46,2.3813598,0.1624964,0.0916077,97.950518,38.491605,-43.342167,3.33,2,0
930,11.05,2.4310314,0.0227758,0.2643048,94.964999,30.078394,-39.613645,2.65,2,0
932,9.87,2.4200757,0.0894538,0.136737,95.609597,37.690763,-41.281475,3.83,2,0
933,12.38,2.3686669,0.2066262,0.0865864,98.73978,38.413281,-45.509483,55.01,2,163
950,11.0,2.3715713,0.2044249,0.3875995,98.561214,18.020604,-36.913921,11.47,2,0
969,12.56,2.4627445,0.1717222,0.0596986,93.133756,44.491795,-48.204715,4.04,2,0
1012,12.33,2.4793985,0.1550494,0.0563595,92.197173,49.626074,-48.206822,37.64,2,0
1045,12.99,2.3587607,0.1619917,0.0197665,99.361776,38.884231,-42.82753,3.18,2,0
1063,10.94,2.3141327,0.0794511,0.0937416,102.251414,35.773986,-37.465589,2.49,2,0
1065,11.96,2.3622634,0.2594655,0.1423987,99.153501,36.506116,-48.355919,174.14,2,0
1066,12.3,2.4028343,0.1709183,0.0874786,96.641286,39.535769,-44.857705,23.63,2,0
1076,12.12,2.475288,0.1518674,0.0512979,92.426602,46.966026,-47.743024,10.97,2,0
1077,12.17,2.3923566,0.1601986,0.0961701,97.275749,38.770148,-43.663434,11.36,2,0
1080,12.16,2.4183972,0.243751,0.086124,95.708623,41.247433,-51.062333,30.98,2,0
1083,11.99,2.3284288,0.2112533,0.0733221,101.31745,37.173568,-44.044331,72.06,2,0
1090,12.27,2.3592439,0.2159712,0.3460978,99.333875,22.164828,-38.904586,16.57,2,0
1108,11.88,2.4270442,0.2200688,0.4482035,95.202169,11.85555,-36.766465,3.47,2,0
1137,10.53,2.4238278,0.0610168,0.0600036,95.3872,40.127163,-41.700345,3.01,2,0
1145,11.18,2.4243279,0.1241056,0.114906,95.357654,38.992468,-43.0761,1.95,2,4
1151,13.12,2.4063327,0.2292481,0.1321,96.428829,38.673342,-48.3612,45.85,2,0
1152,10.98,2.426824,0.0761388,0.0956065,95.210654,39.35382,-41.809423,2.88,2,0
1155,11.83,2.4616171,0.1913861,0.1036722,93.198118,43.842499,-48.946717,48.01,2,0
1159,11.47,2.3796286,0.0325115,0.2253329,98.05911,31.391351,-37.154906,2.98,2,0
1164,12.71,2.3064021,0.2302524,0.4076502,102.768977,15.563522,-35.238934,16.33,2,25
1169,12.6,2.3183921,0.1618135,0.0833477,101.969155,36.37719,-40.662125,4.41,2,0
1170,11.93,2.3255905,0.2521147,0.3867513,101.497812,18.106008,-38.04015,76.4,2,0
1183,12.29,2.3835898,0.1567704,0.047135,97.812816,39.539424,-43.558329,11.78,2,135
1190,12.63,2.4313126,0.1284388,0.0498598,94.946553,41.138421,-44.330175,3.13,2,0
1192,12.34,2.3659935,0.2631893,0.3983457,98.909968,17.604628,-39.697954,28.18,2,0
1217,12.52,2.3529173,0.1697347,0.0853982,99.732567,37.626455,-42.533463,12.9,2,0
1224,11.39,2.3040962,0.1727443,0.1532753,102.920397,33.578923,-39.74455,19.4,2,0
1236,11.77,2.4301224,0.1916888,0.217363,95.017157,34.450003,-44.671509,33.8,2,0
1244,11.35,2.3433157,0.1413798,0.1659152,100.346914,34.142054,-39.60413,2.92,2,0
1257,12.01,2.484895,0.109579,0.0795042,91.89152,47.953204,-45.747185,5.42,2,0
1267,12.05,2.4667216,0.1692298,0.0818497,92.908663,44.598267,-48.002828,7.49,2,0
1273,12.81,2.3938021,0.1225526,0.1085176,97.188011,38.177151,-41.795177,3.93,2,4
1278,10.8,2.4053213,0.2133684,0.1751916,96.490409,36.291584,-46.132999,14.17,2,0
1279,12.05,2.3701311,0.2006709,0.1110821,98.647431,37.67319,-44.836294,32.05,2,0
1290,12.72,2.3663915,0.1236737,0.1110001,98.882015,37.140091,-40.666326,1.89,2,0
1296,11.57,2.4184382,0.1614276,0.0854658,95.705644,39.938901,-45.0126,38.52,2,0
1311,12.26,2.4266665,0.0742597,0.0641269,95.219789,40.19458,-42.092239,2.99,2,0
1316,12.83,2.4117724,0.3120041,0.3977006,96.108788,19.55594,-45.478671,176.77,2,0
1318,12.13,2.3078198,0.2585149,0.3956724,102.673709,17.145216,-37.430119,151.16,2,25
1322,12.26,2.4237594,0.2932496,0.3913235,95.392772,20.327616,-44.77834,132.06,2,0
1358,12.27,2.4774014,0.1452086,0.0372781,92.30859,47.632597,-47.588762,27.09,2,0
1367,11.94,2.3440901,0.1767859,0.3843073,100.299995,17.63643,-34.661344,4.58,2,25
1375,11.34,2.4477624,0.0794032,0.0891681,93.990991,40.119278,-42.867724,36.61,2,0
1378,12.18,2.3748159,0.1631965,0.0528574,98.355633,39.138666,-43.458003,9.25,2,0
1381,12.22,2.4887964,0.1006832,0.0856519,91.674884,52.222195,-45.709967,18.48,2,0
1386,13.29,2.3647173,0.2355509,0.193964,98.978418,33.837758,-45.426096,127.25,2,0
1393,11.87,2.4343178,0.1260228,0.08771,94.77099,40.31519,-43.983198,22.35,2,0
1394,11.52,2.438962,0.0646998,0.0494063,94.500409,40.729524,-42.504006,3.04,2,0
1432,11.99,2.3816964,0.1835686,0.1269089,97.928376,37.410219,-44.051461,18.18,2,0
1448,12.73,2.3726652,0.2141232,0.0936228,98.489126,38.428797,-46.146557,68.87,2,0
1454,12.68,2.364431,0.1780811,0.0898942,99.003889,37.982051,-43.464954,26.57,2,0
1466,12.05,2.3771668,0.1766781,0.2273764,98.211001,31.768849,-41.501933,23.55,2,0
1475,12.65,2.3492088,0.1508684,0.0850146,99.968855,37.416725,-41.42739,6.52,2,0
1478,12.07,2.4651168,0.1209322,0.1455152,93.000131,39.510289,-44.137252,10.15,2,0
1490,12.04,2.352653,0.0951198,0.1911431,99.750412,32.94821,-37.907823,1.03,2,0
1493,12.02,2.4297361,0.1677879,0.0540794,95.038843,41.525778,-46.312618,38.71,2,0
1504,11.59,2.3990261,0.20058,0.1784437,96.870715,35.870419,-44.898822,52.01,2,0
1507,13.49,2.3309902,0.1880443,0.1761479,101.139556,33.41147,-41.223022,80.12,2,0
1511,12.69,2.357867,0.1475299,0.0571975,99.418482,38.335396,-41.888616,4.48,2,0
1522,12.31,2.3681525,0.0901676,0.0801388,98.771728,38.002158,-39.958368,2.92,2,0
1526,13.17,2.3149773,0.1737445,0.115918,102.195004,35.354707,-40.751688,10.9,2,0
1528,11.61,2.4151209,0.1783846,0.1402425,95.903421,38.147981,-45.037311,14.55,2,0
1538,14.32,2.3624006,0.1767899,0.1622968,99.132754,35.092899,-42.167131,0.32,2,0
1544,11.82,2.3734173,0.0972925,0.0437698,98.443011,38.920438,-40.658864,3.2,2,0
1551,12.07,2.3946935,0.0292625,0.0521731,97.133826,39.353716,-40.076537,3.13,2,0
1559,11.82,2.3900446,0.1724849,0.0657297,97.416783,39.567142,-44.583432,15.38,2,0
1568,11.61,2.3519691,0.2549952,0.4054901,99.796398,16.40008,-38.09221,30.81,2,25
1573,12.16,2.3703802,0.2483888,0.399966,98.631419,17.249386,-38.763341,55.45,2,0
1575,11.76,2.374509,0.242091,0.4083952,98.378579,16.330499,-38.198178,113.08,2,25
1584,10.71,2.3759431,0.255625,0.4286532,98.290268,14.370873,-38.139682,107.85,2,0
1586,11.94,2.4300882,0.1394243,0.0586838,95.018286,41.06161,-44.727415,5.24,2,0
1589,11.84,2.4171232,0.0634017,0.076106,95.784389,39.643944,-41.331656,2.69,2,0
1591,11.31,2.391396,0.2226778,0.3978295,97.339078,17.430607,-38.135236,27.89,2,25
1598,12.62,2.3319616,0.0978726,0.141571,101.080915,34.758092,-38.020845,2.97,2,0
1626,11.15,2.3633189,0.2776457,0.4196834,99.07808,15.713642,-39.767444,99.35,2,0
1643,12.35,2.4892273,0.1379099,0.0808978,91.652382,62.229424,-47.874294,52.77,2,0
1646,11.97,2.3603512,0.1024324,0.1368219,99.262214,35.876444,-39.304633,3.0,2,0
1650,11.39,2.4362617,0.1689327,0.0545298,94.656959,41.908451,-46.698716,7.55,2,0
1657,12.67,2.3485264,0.2267831,0.3923708,100.015774,17.549223,-37.169342,13.19,2,25
1660,11.54,2.3941539,0.2535659,0.3873379,97.170267,19.088611,-40.635533,47.1,2,0
1664,12.47,2.332608,0.2664452,0.0984195,101.006773,36.947853,-48.197475,360.89,2,0
1665,11.72,2.4149203,0.2303686,0.1648897,95.913248,37.557454,-48.164466,104.7,2,0
1689,11.62,2.449564,0.1769486,0.0997818,93.886742,41.810149,-47.333671,25.23,2,0
1694,12.68,2.395451,0.2242933,0.1776012,97.088001,35.880457,-46.393098,85.49,2,0
1697,12.81,2.3741155,0.1144821,0.1057477,98.399805,37.546811,-40.706252,8.45,2,0
1700,12.4,2.3610559,0.188762,0.0784773,99.216803,38.209584,-44.071823,4.23,2,0
1709,12.32,2.3782597,0.1699777,0.1449625,98.142475,36.424355,-42.796912,6.09,2,0
1710,13.37,2.3219225,0.2213188,0.1408996,101.740732,34.847544,-43.496796,63.98,2,0
1715,12.13,2.3989897,0.2524544,0.1858994,96.879468,35.881782,-48.625943,196.48,2,0
1718,13.7,2.3655723,0.2274528,0.1443223,98.933411,36.343786,-45.933062,68.21,2,0
1740,13.15,2.4671319,0.1545389,0.0533943,92.885491,44.627282,-47.407183,3.59,2,0
1743,12.32,2.47029,0.1770117,0.1118904,92.707093,45.003344,-48.274638,23.14,2,0
1757,13.3,2.3517255,0.1644526,0.0590485,99.80815,38.141922,-42.443314,7.31,2,0
1768,12.52,2.4501009,0.1552443,0.0553383,93.855978,42.521253,-46.55626,1.18,2,135
1770,11.82,2.4576655,0.0577768,0.0870578,93.423533,40.127257,-42.793779,2.81,2,0
1773,11.72,2.4359239,0.1451785,0.0774005,94.676966,40.961346,-45.103895,5.32,2,0
1781,12.69,2.3949106,0.0826455,0.108334,97.120701,38.042936,-40.502532,2.94,2,0
1784,12.06,2.40511,0.1242935,0.0098081,96.502825,40.50922,-43.125828,6.27,2,0
1800,12.72,2.3572692,0.0946215,0.0888182,99.456758,37.412625,-39.562706,3.29,2,0
1803,12.09,2.3488302,0.2283051,0.3946935,99.996922,17.497752,-37.31816,43.89,2,25
1804,12.1,2.4104172,0.0371915,0.0716895,96.184697,39.41776,-40.647306,2.92,2,0
1816,11.71,2.3390418,0.2552532,0.4158889,100.625167,15.386673,-37.482255,11.65,2,25
1817,11.0,2.371518,0.2347727,0.4128935,98.564924,15.736822,-37.539731,5.77,2,0
1821,13.19,2.3782135,0.1865713,0.0501523,98.144626,39.467876,-44.999987,5.47,2,0
1846,13.67,2.3385549,0.1596693,0.051058,100.65279,37.757947,-41.672842,0.0,2,0
1883,12.58,2.4146038,0.2636493,0.393976,95.936474,19.032901,-41.843621,82.05,2,0
1884,11.86,2.4245562,0.2226395,0.3835554,95.347895,19.626971,-39.906955,97.55,2,0
1892,11.84,2.4617232,0.1003531,0.2511697,93.194001,31.553414,-40.480899,9.57,2,0
1896,13.73,2.3678174,0.1828337,0.0424639,98.791522,39.134194,-44.326029,24.91,2,135
1906,12.46,2.3735708,0.0994122,0.1115565,98.433732,37.268698,-40.091655,2.99,2,4
1909,12.61,2.4204026,0.2461093,0.0447779,95.551835,42.520367,-51.987403,301.66,2,0
1914,11.96,2.4055226,0.1393368,0.0847712,96.4781,39.451503,-43.342659,1.28,2,0
1923,13.54,2.4351831,0.0831412,0.0884774,94.720622,39.856868,-42.444065,4.15,2,0
1924,13.36,2.339473,0.1707963,0.0492521,100.593476,37.862092,-42.300175,4.83,2,0
1928,12.86,2.476242,0.1654689,0.0819855,92.373199,47.904869,-48.360823,7.73,2,0
1929,12.52,2.362659,0.1140635,0.1232404,99.11662,36.531189,-39.983366,3.02,2,0
1932,13.57,2.3718111,0.1922956,0.0409942,98.542314,39.37469,-45.108478,21.24,2,135
1933,12.9,2.3529749,0.0940327,0.1188474,99.72939,36.312349,-39.022869,3.55,2,4
1934,12.4,2.3899827,0.2537196,0.3927046,97.424235,18.415955,-40.202558,36.29,2,0
1937,11.58,2.3775754,0.1120593,0.2003686,98.186149,33.158185,-39.142498,16.51,2,0
1942,13.01,2.3183473,0.2066104,0.3947821,101.974747,16.658029,-34.847479,54.05,2,25
1949,13.28,2.3834267,0.189723,0.1010128,97.822893,38.465184,-44.904882,15.58,2,0
1959,12.74,2.316053,0.094517,0.1193021,102.124317,35.076425,-37.638287,6.12,2,4
1963,10.94,2.4231392,0.2317591,0.3854727,95.431476,19.546206,-40.347505,60.2,2,0
1964,13.55,2.466531,0.1737439,0.0561954,92.919324,45.485835,-48.599503,64.29,2,0
1966,14.11,2.4478395,0.1236765,0.0318482,93.986328,42.043381,-44.985931,23.84,2,0
1972,13.21,2.4184235,0.1704378,0.0615253,95.706248,40.608267,-45.784287,27.02,2,0
1976,13.23,2.3809226,0.1064852,0.0272511,97.977678,39.414583,-41.346087,2.97,2,0
1979,13.5,2.3740065,0.1014911,0.1136199,98.406626,37.218827,-40.148684,2.96,2,4
1982,12.79,2.3095461,0.2019957,0.1130336,102.552075,35.359297,-42.143703,51.74,2,0
1987,11.51,2.3821537,0.2391332,0.3962188,97.90504,17.695908,-38.809457,18.29,2,25
1989,12.47,2.3512941,0.1095339,0.1284599,99.836365,35.940698,-39.308976,3.05,2,0
1998,12.23,2.4184966,0.0848296,0.1355397,95.703821,37.538566,-41.067256,25.48,2,0
2000,11.17,2.380551,0.268904,0.3967559,98.003941,18.098303,-40.714128,32.02,2,0
2002,12.33,2.4184732,0.0937198,0.1495046,95.714444,37.140298,-41.116169,9.4,2,0
2006,12.89,2.3245572,0.1628387,0.0839436,101.563541,36.589042,-40.966804,35.96,2,0
2007,12.14,2.3837123,0.1501615,0.0497233,97.805411,39.462684,-43.208061,1.25,2,135
2011,12.83,2.3869921,0.1112527,0.1109895,97.604405,37.787653,-41.046265,3.53,2,4
2012,13.24,2.3286954,0.1445808,0.0652036,101.293058,37.096449,-40.45069,1.06,2,0
2014,12.11,2.4023139,0.2678227,0.3948982,96.674356,18.698125,-41.595814,20.89,2,0
2015,12.07,2.3354256,0.1022575,0.209826,100.856566,31.41476,-37.332412,0.0,2,0
2021,13.22,2.3099032,0.1774041,0.0880572,102.535965,36.000888,-41.048227,18.3,2,0
2024,12.82,2.3253962,0.0948288,0.1141537,101.509251,35.562273,-38.054437,2.46,2,4
2026,12.82,2.4456749,0.1525269,0.0563883,94.110989,42.128438,-46.179532,0.64,2,135
2029,12.92,2.3500531,0.0850212,0.1122517,99.915504,36.424633,-38.751965,4.65,2,4
2037,13.1,2.3013093,0.0901681,0.068969,103.107341,35.929292,-37.457046,2.52,2,0
2038,11.94,2.4351968,0.1010327,0.2391613,94.721059,31.850508,-40.034036,0.7,2,0
2045,12.1,2.3799307,0.0904322,0.1164144,98.039452,37.274346,-40.008856,6.95,2,4
2050,12.21,2.3255041,0.3068216,0.4077602,101.506699,16.887848,-40.908121,482.4,2,0
2066,12.62,2.3944171,0.1508229,0.053157,97.150101,39.849385,-43.702886,3.33,2,0
2072,12.6,2.4501054,0.1576822,0.0772424,93.855786,42.061001,-46.473984,1.84,2,0
2075,12.48,2.4030531,0.2867021,0.407041,96.633089,17.797968,-42.441457,124.75,2,0
2077,13.35,2.3263811,0.3257975,0.4182859,101.419023,16.214626,-41.876415,385.68,2,0
2081,12.28,2.4501843,0.1522447,0.053606,93.851204,42.486317,-46.403383,7.13,2,135
2084,12.17,2.3955575,0.0829439,0.0797442,97.081235,38.959189,-40.875166,1.87,2,0
2086,12.3,2.4014475,0.1145092,0.1050197,96.724164,38.516975,-41.852917,3.11,2,0
2096,13.52,2.4449731,0.1941299,0.0347559,94.150288,43.427517,-49.005606,25.05,2,0
2098,12.3,2.4239034,0.0941231,0.1175848,95.382895,38.608046,-41.896888,3.35,2,0
2105,11.14,2.3891787,0.1933128,0.4743132,97.475353,7.192433,-33.039704,3.66,2,0
2108,12.05,2.4362457,0.0393181,0.1932795,94.659585,34.606314,-39.688077,2.99,2,0
2113,12.68,2.4737468,0.0725276,0.1058906,92.51381,40.45671,-43.542113,2.24,2,0
2122,11.99,2.4017592,0.0108257,0.1246981,96.705648,37.446478,-39.451108,2.45,2,0
2126,12.57,2.3900853,0.0987439,0.1552492,97.415326,35.954068,-40.03674,5.23,2,0
