name,H_mag,a,e,sin_i,n,g,s,LCE,My,family1
562,9.83,3.0190153,0.0744048,0.1778999,68.608795,73.835513,-72.208208,1.43,-2,221
573,9.44,3.0137646,0.07936,0.1789712,68.788266,73.06127,-72.094532,1.68,-2,221
576,9.23,2.9861123,0.1758297,0.191148,69.745349,69.898471,-80.762262,64.68,10,0
579,7.81,3.0128212,0.0723176,0.174226,68.820221,73.626966,-71.865978,22.0,-2,221
590,9.91,3.0006317,0.0817636,0.1732885,69.240484,72.365192,-71.773336,1.89,-2,221
592,9.46,3.022615,0.1145524,0.1741334,68.485643,75.766587,-76.436562,0.55,-2,0
605,9.95,3.0002932,0.1193767,0.3348748,69.256428,39.250548,-60.999633,0.0,-2,0
608,10.75,3.0244246,0.083537,0.1846691,68.424777,73.589158,-72.753426,0.6,-2,221
611,9.19,2.9789244,0.1124175,0.2378158,70.000456,58.932061,-68.008215,1.59,-2,0
633,9.79,3.017173,0.0675448,0.1772712,68.671735,73.658612,-71.623659,1.54,-2,221
639,8.16,3.0161833,0.071233,0.1694788,68.703044,74.908321,-72.341257,53.32,10,221
651,9.9,3.0244165,0.0763865,0.1781023,68.424967,74.633925,-72.691556,1.89,-2,221
653,9.18,3.0139793,0.0803831,0.1806056,68.78094,72.79952,-72.08907,1.5,-2,221
655,9.94,2.9890617,0.0650573,0.0971157,69.641969,80.706398,-73.804014,1.66,-2,0
661,9.63,3.0161715,0.0765519,0.1733612,68.705171,74.334457,-72.451392,54.3,10,221
669,9.91,3.0114226,0.0765456,0.1836354,68.868692,71.897549,-71.410865,0.34,-2,221
691,9.13,3.0119846,0.0896214,0.205756,68.848777,68.105674,-70.821361,26.58,-2,0
701,9.21,3.0141974,0.0698377,0.1420474,68.772761,78.818908,-73.803858,1.35,-2,0
723,9.89,2.9931672,0.0388736,0.0809817,69.498645,82.422146,-73.303013,1.48,-2,0
731,9.5,2.9880232,0.1074473,0.1762402,69.679218,70.840267,-72.933389,0.0,-2,0
742,9.46,3.0128085,0.0774735,0.1790453,68.821962,72.886212,-71.888086,21.81,-2,221
747,7.71,2.9980202,0.2822995,0.3288805,69.330448,44.23021,-85.368326,140.24,10,0
754,9.17,2.9873887,0.0612738,0.4110705,69.7085,18.534688,-50.226423,1.18,-2,0
766,9.64,3.0214089,0.0791362,0.1753541,68.527155,74.768983,-72.867007,1.04,10,221
772,8.41,3.0005365,0.1658699,0.4573754,69.252358,8.436823,-52.384492,2.27,-2,0
775,10.16,3.012459,0.0873615,0.178273,68.831948,73.115468,-72.703306,24.67,-2,221
798,9.44,3.0146293,0.0631613,0.1708272,68.758609,74.299733,-71.63426,1.51,-2,221
807,10.49,3.0184826,0.0850699,0.1797035,68.626914,73.631449,-72.837276,1.46,-2,221
816,10.32,3.0038161,0.1446631,0.2278206,69.130796,63.777939,-74.169508,16.72,-2,0
833,11.06,3.0100529,0.0875772,0.1754718,68.915454,73.280662,-72.750879,1.5,-2,221
850,9.61,2.9986125,0.1424162,0.2515381,69.311997,58.30038,-71.265624,13.6,-2,0
876,10.8,3.0104552,0.0794927,0.183555,68.901901,71.812479,-71.57723,1.34,-2,221
880,11.26,3.0023613,0.2561124,0.3079068,69.182391,48.571001,-83.416281,5.16,-2,0
890,10.43,3.0234811,0.0744658,0.1801264,68.456727,74.096795,-72.344152,6.5,-2,221
904,10.3,2.9930749,0.0876941,0.2684996,69.505443,53.51067,-64.327832,2.41,-2,0
926,10.42,2.9834015,0.233841,0.2543955,69.84115,59.305267,-84.703368,25.6,-2,0
948,11.31,3.0291004,0.2092977,0.147821,68.261509,82.73588,-97.96505,244.27,10,0
949,9.71,2.9972848,0.2257258,0.2131207,69.355807,68.681047,-89.541063,133.81,10,0
952,9.26,2.9859511,0.2146342,0.1591246,69.752542,77.345028,-91.548955,75.49,10,0
1033,11.05,3.0028641,0.0920255,0.1857194,69.163423,70.689539,-71.897781,1.4,-2,221
1046,10.59,2.984072,0.0511446,0.1383352,69.81757,75.165245,-70.768069,1.68,-2,0
1062,9.67,3.0066137,0.0655828,0.1082923,69.032766,81.995458,-74.686716,1.54,-2,0
1075,10.29,3.0136191,0.0725061,0.1799592,68.793341,72.794253,-71.508516,1.5,-2,221
1087,9.72,3.0150044,0.0802225,0.1704198,68.745612,74.731715,-72.843352,0.79,10,221
1095,10.37,3.0252927,0.0596644,0.1720255,68.394521,75.619453,-72.075075,25.63,-2,221
1105,10.18,3.0121159,0.0750122,0.1711366,68.844182,74.113546,-72.201248,34.07,-2,221
1111,10.45,2.993811,0.0639194,0.0522055,69.475763,84.800644,-75.472661,2.72,-2,0
1112,9.88,3.0204255,0.0759948,0.1789652,68.560735,73.863443,-72.349493,1.77,-2,221
1129,10.12,3.0223204,0.0628895,0.1694271,68.496128,75.631875,-72.215419,1.51,-2,221
1148,10.08,3.0161468,0.0932279,0.1725006,68.705564,74.713032,-73.887956,53.33,10,221
1174,11.29,3.0218995,0.0841355,0.1756412,68.510361,74.766072,-73.307501,2.48,-2,221
1186,9.66,3.020318,0.0766844,0.1778484,68.564363,74.046922,-72.469847,3.94,-2,221
1199,10.25,3.0185566,0.0656151,0.1694673,68.624338,75.119057,-72.118811,1.91,-2,221
1207,10.7,3.0206783,0.0738238,0.176795,68.552097,74.309735,-72.313836,1.52,-2,221
1210,9.98,3.0111389,0.0721375,0.1751846,68.878288,73.219804,-71.69331,1.47,-2,221
1220,11.54,3.0047947,0.076371,0.1776266,69.096702,72.088469,-71.365386,1.52,-2,221
1234,10.72,3.0127197,0.0591804,0.1674521,68.824587,74.582914,-71.477589,26.93,-2,221
1262,10.17,3.002493,0.0326812,0.2103993,69.177242,65.645028,-66.769455,1.56,-2,0
1265,11.12,3.0252273,0.0706955,0.1839559,68.397429,73.644598,-71.925389,35.3,-2,221
1285,10.81,2.9929681,0.0213934,0.1155063,69.506097,78.879052,-71.439233,1.49,-2,0
1286,10.79,3.022307,0.075632,0.1757068,68.496621,74.770636,-72.610142,2.06,-2,221
1287,10.96,3.0115316,0.0766206,0.1781951,68.864882,72.873036,-71.788062,2.58,-2,221
1291,10.24,3.0130374,0.0648189,0.1701399,68.813113,74.23406,-71.662423,1.63,-2,221
1297,10.88,3.0207898,0.062486,0.176062,68.548372,74.253246,-71.654582,1.5,-2,221
1305,10.5,3.0137482,0.1070782,0.0257972,68.786235,90.037083,-81.686179,1.78,-2,0
1319,10.45,2.988168,0.2425835,0.0712212,69.668534,91.519856,-107.134312,29.48,-2,0
1320,10.77,2.986048,0.2522372,0.3037716,69.750219,48.842613,-81.87654,115.74,10,0
1339,10.62,3.0210875,0.0670092,0.1707355,68.538083,75.277941,-72.308943,1.52,-2,221
1349,10.4,3.0147405,0.1688813,0.195609,68.753807,72.137934,-81.749064,17.06,-2,0
1353,9.89,3.0120041,0.0733699,0.1693449,68.848093,74.410146,-72.171478,25.31,-2,221
1364,10.62,3.0123365,0.0770106,0.182298,68.837053,72.246531,-71.605764,15.87,-2,221
1388,10.78,3.0189138,0.074727,0.1809089,68.612329,73.318585,-71.991728,1.53,-2,221
1410,10.98,3.0195526,0.0798098,0.1756141,68.59039,74.416919,-72.772024,3.06,-2,221
1411,10.87,3.0034416,0.0207058,0.1601748,69.143387,74.257442,-69.831056,1.3,-2,0
1413,11.15,3.0220342,0.0824231,0.1768311,68.50585,74.539703,-73.110165,3.07,-2,221
1416,10.46,3.0178854,0.082439,0.1815569,68.647367,73.17729,-72.454393,1.58,-2,221
1417,11.03,2.9736145,0.0975524,0.122463,70.185693,76.635796,-74.172961,1.48,-2,0
1434,10.24,3.0177103,0.0674213,0.1796075,68.653433,73.303696,-71.504519,1.7,-2,221
1464,10.99,3.0035251,0.0776015,0.1820799,69.140634,71.196377,-71.059366,1.49,-2,221
1465,11.51,3.0285151,0.1769664,0.1922788,68.281073,73.045502,-84.2137,252.31,10,0
1481,10.28,3.0171068,0.0398752,0.0691528,68.672432,86.976739,-75.479976,1.48,-2,0
1485,11.7,3.0262074,0.0855953,0.1733036,68.371184,75.915677,-73.877586,70.48,10,221
1532,10.67,3.0045825,0.070033,0.1671541,69.103853,73.705833,-71.606602,1.66,-2,221
1533,10.64,3.0119159,0.0740876,0.1758044,68.852328,73.239923,-71.833725,26.96,-2,221
1552,11.35,3.009602,0.0734593,0.1705007,68.930981,73.86422,-71.964644,1.55,-2,221
1557,11.18,3.0101198,0.0761735,0.1817461,68.913409,72.048391,-71.433434,1.38,-2,221
1588,11.26,3.0285202,0.0600103,0.176539,68.287616,74.919293,-72.07248,143.58,10,221
1604,10.35,3.0237287,0.0753857,0.1812234,68.448325,73.964577,-72.335487,3.77,-2,221
1605,10.19,3.0133617,0.0792473,0.1813511,68.802126,72.571527,-71.908992,1.48,-2,221
1614,10.79,2.9959795,0.1116872,0.23383,69.403158,61.203956,-69.403413,1.77,-2,0
1628,10.13,3.0132365,0.090077,0.331349,68.810606,40.618817,-59.896518,1.43,-2,0
1630,11.42,3.0289457,0.1738559,0.0649454,68.260523,91.856471,-93.597818,214.96,10,0
1641,10.36,3.0189303,0.0823109,0.1746637,68.611549,74.50844,-73.011896,1.54,-2,221
1649,11.94,3.0203893,0.0849178,0.1746801,68.561776,74.72495,-73.35305,2.39,-2,221
1654,10.6,3.0159449,0.0587942,0.1757227,68.717053,73.570627,-71.14383,35.61,-2,221
1711,10.76,3.0148208,0.0730214,0.1770087,68.752115,73.44904,-71.84044,0.0,-2,221
1723,9.97,3.013628,0.0776326,0.1776371,68.792932,73.234747,-72.056289,1.47,-2,221
1732,10.73,3.0116678,0.081329,0.1752738,68.860048,73.400443,-72.392776,0.92,-2,221
1737,10.99,3.0123991,0.0815538,0.176616,68.834748,73.277653,-72.3607,21.2,-2,221
1753,10.95,3.0153285,0.0816972,0.1819765,68.734743,72.753399,-72.187482,1.34,-2,221
1758,11.09,3.0064671,0.0688171,0.171398,69.038949,73.226666,-71.379346,1.49,-2,221
1767,11.59,3.019985,0.0723223,0.1748038,68.575819,74.535771,-72.29405,16.68,-2,221
1780,10.52,3.0163479,0.0713612,0.1767238,68.699873,73.742843,-71.847518,44.82,10,221
1786,10.9,3.0208682,0.0775036,0.1772668,68.545598,74.243472,-72.604032,1.53,-2,221
1787,11.18,3.0024736,0.0804439,0.1739368,69.17677,72.46923,-71.755606,1.56,-2,221
1799,11.19,3.0249367,0.0951906,0.1865298,68.407276,73.55302,-73.665066,2.18,-2,221
1801,11.08,3.0183265,0.0759939,0.1701038,68.632118,75.167318,-72.754237,1.5,-2,221
1812,11.42,3.0074959,0.0764751,0.178255,69.00359,72.328403,-71.509658,0.76,-2,221
1826,11.04,2.9970971,0.0799868,0.1788018,69.362819,71.013716,-71.018997,20.91,-2,221
1834,11.14,3.0231569,0.0918862,0.1825849,68.467732,73.880715,-73.547012,13.49,-2,221
1844,10.8,3.0160395,0.0809787,0.1862607,68.710386,72.113219,-71.884758,50.11,10,221
1845,11.12,2.9701612,0.0728348,0.1724824,70.309419,69.040249,-69.089137,1.3,-2,221
1852,11.21,3.0145316,0.066377,0.1721573,68.761964,74.182105,-71.691723,1.51,-2,221
1861,11.62,3.0189135,0.067335,0.1780369,68.612332,73.699454,-71.697233,1.47,-2,221
1882,11.37,3.0064579,0.0646437,0.1701874,69.039278,73.442258,-71.159394,1.44,-2,221
1887,10.96,3.0057743,0.0791621,0.1735248,69.062793,72.960771,-71.893381,1.49,-2,221
1903,10.55,3.0014139,0.0780109,0.1750187,69.213479,72.130565,-71.426641,1.5,-2,221
1957,11.16,3.008288,0.0786488,0.1804825,68.976328,72.062573,-71.577595,0.96,-2,221
1971,12.3,2.9938452,0.0643469,0.168643,69.476246,72.078254,-70.429652,1.48,-2,221
1984,11.18,3.0126271,0.0708454,0.0860656,68.826347,85.265269,-76.440555,16.79,-2,0
1992,12.59,2.9936809,0.0537073,0.182923,69.482351,69.64638,-68.911842,1.49,-2,221
2020,11.33,3.0231645,0.0900293,0.180683,68.467503,74.201484,-73.524986,12.33,-2,221
2027,11.31,3.0215906,0.0774206,0.1747705,68.520979,74.846671,-72.780771,1.4,-2,221
2052,10.7,3.0084889,0.0707705,0.1758796,68.969395,72.733012,-71.383186,2.19,-2,221
2054,12.45,2.9642281,0.1194452,0.0856656,70.5187,80.774047,-77.340478,6.39,-2,0
2091,10.57,3.0142413,0.0566876,0.176455,68.772074,73.308641,-70.817402,0.89,-2,221
2111,10.71,3.0185852,0.0614237,0.1757465,68.623535,74.041753,-71.435107,1.58,-2,221
2115,11.15,3.0104612,0.0870563,0.171665,68.901347,73.95121,-73.001464,1.53,-2,221
2124,11.71,3.0234146,0.0849743,0.1765678,68.458812,74.820771,-73.430134,15.75,-2,221
2136,11.26,3.0206618,0.0835653,0.1742381,68.552499,74.810277,-73.298785,1.46,-2,221
2140,11.4,2.988157,0.0279481,0.1418297,69.674561,75.025111,-69.998139,0.0,-2,0
2179,11.08,3.0113796,0.0826601,0.1811062,68.870084,72.406234,-72.05128,4.95,-2,221
2180,11.06,3.0113312,0.0584707,0.1755172,68.871828,73.117893,-70.779872,1.44,-2,221
2183,11.61,2.9995595,0.3187205,0.3123225,69.276331,49.65897,-98.154741,46.74,-2,0
2191,11.29,3.0181177,0.0807095,0.1747841,68.639289,74.317153,-72.846307,1.49,-2,221
2205,11.98,3.0053349,0.0877438,0.1983649,69.078442,68.664281,-70.784975,1.44,-2,0
2206,11.15,3.0153607,0.0838689,0.1736394,68.733446,74.184539,-72.983541,1.62,-2,221
2216,11.18,3.0190207,0.0744916,0.1708049,68.608456,75.050357,-72.686979,1.28,-2,221
2263,11.16,3.0162493,0.0770877,0.1821098,68.701832,72.782506,-71.900741,49.94,-2,221
2303,11.2,2.9955893,0.1660886,0.3224776,69.418545,42.578483,-66.545718,36.36,-2,0
2309,11.32,3.0123728,0.0774744,0.1833105,68.836125,72.073942,-71.576729,13.3,-2,221
2315,10.75,3.0097725,0.0836656,0.1766056,68.925158,72.988838,-72.331826,1.48,-2,221
2321,11.9,3.0052766,0.0450333,0.123786,69.079274,79.721057,-72.701004,1.49,-2,0
2345,10.85,3.0170497,0.0740236,0.1751683,68.675841,74.073997,-72.212765,1.33,-2,221
2355,11.54,3.0207509,0.0889018,0.1624689,68.549131,76.886951,-74.613667,1.46,-2,221
2358,11.09,3.0231799,0.0741008,0.1806188,68.467011,73.956085,-72.272546,8.45,-2,221
2387,11.24,3.0227313,0.0748541,0.1750552,68.482187,74.944591,-72.630208,0.0,-2,221
2400,11.92,3.0016089,0.082098,0.1766965,69.206683,71.925697,-71.638473,1.35,-2,221
2413,11.35,3.0161391,0.0917838,0.1809624,68.706335,73.229666,-73.16247,54.01,10,221
2416,11.21,3.0132446,0.0742101,0.1742975,68.806021,73.683336,-72.036685,1.55,-2,221
2425,11.14,3.0011412,0.0880252,0.1757904,69.222836,72.10898,-72.136531,1.11,-2,221
2443,10.21,3.0065882,0.0900685,0.1814689,69.034806,71.852178,-72.294263,2.86,-2,221
2453,11.21,3.0194093,0.0797933,0.1760004,68.595288,74.289865,-72.766258,2.69,-2,221
2459,11.26,3.0207284,0.0708301,0.1814383,68.550521,73.4236,-71.811052,1.5,-2,221
2471,11.66,2.9981473,0.0805537,0.1787438,69.326752,71.154258,-71.138253,1.06,-2,221
2476,11.2,3.0237712,0.0841424,0.1733745,68.446498,75.50088,-73.595753,5.75,10,221
2522,11.34,3.0184167,0.0794099,0.1716995,68.629038,74.940773,-72.938927,1.4,-2,221
2523,11.25,3.0168562,0.0705035,0.1754899,68.682481,73.986,-71.90044,0.0,-2,221
2530,12.04,3.0187437,0.0927135,0.1791713,68.617901,73.868066,-73.569435,0.0,-2,221
2531,10.86,3.0095295,0.0835508,0.1725682,68.93342,73.619828,-72.595626,1.51,-2,221
2562,11.4,3.0087235,0.0780313,0.1886979,68.961564,70.67818,-70.982182,1.9,-2,221
2573,11.44,3.0162949,0.1441135,0.2079281,68.702783,69.27874,-76.897981,59.65,10,0
2578,11.54,3.0030241,0.0688757,0.1686564,69.157726,73.275604,-71.31686,1.5,-2,221
2597,11.89,3.0056316,0.1214057,0.0076062,69.064945,89.491393,-82.990257,0.29,-2,0
2600,11.55,3.0134863,0.0805307,0.1811855,68.79784,72.637582,-72.024546,1.34,-2,221
2618,12.19,3.024433,0.0787427,0.1830641,68.424492,73.748507,-72.540467,2.8,-2,221
2619,12.57,3.0086501,0.0609021,0.0322277,68.961944,87.92514,-76.792874,1.48,-2,0
2622,11.73,3.0037252,0.0611541,0.1717997,69.133615,72.769908,-70.686005,0.68,-2,221
2636,11.43,3.0051013,0.0984814,0.1614257,69.085522,75.120498,-74.326194,1.16,-2,0
2646,11.36,3.0136463,0.0701311,0.1766575,68.792346,73.287251,-71.625341,1.83,-2,221
2651,11.59,2.9851385,0.2706772,0.3174071,69.77285,46.376874,-83.659721,94.73,10,0
2661,11.34,3.0267238,0.09811,0.1907608,68.339504,73.18981,-73.752118,110.4,10,221
2677,11.5,2.9927987,0.0861677,0.17785,69.51272,70.756844,-71.25835,1.48,-2,221
2686,11.63,3.0039667,0.0800795,0.1756513,69.125175,72.367228,-71.714599,2.94,-2,221
2706,11.63,3.0187078,0.067953,0.1741923,68.619267,74.42412,-71.936638,1.34,-2,221
2711,11.58,3.0067592,0.0660065,0.1683066,69.028841,73.764294,-71.408178,1.49,-2,221
2740,11.37,3.0022453,0.0667429,0.1690582,69.184684,73.097468,-71.094205,0.9,-2,221
2752,11.48,3.024285,0.0769869,0.1734287,68.429341,75.488775,-73.018185,0.97,-2,221
2767,11.46,3.0216467,0.0649814,0.1729201,68.519113,74.96989,-72.056293,1.53,-2,221
2787,11.39,3.0199648,0.0658348,0.1734563,68.576274,74.611539,-71.997374,14.96,-2,221
2804,11.26,3.0143725,0.0810998,0.1728499,68.767288,74.182261,-72.714868,0.0,-2,221
2808,11.23,3.0065856,0.070481,0.170932,69.034838,73.355649,-71.534309,1.49,-2,221
2836,11.41,3.0009099,0.0818231,0.1758673,69.230897,71.978909,-71.622178,1.24,-2,221
2856,11.12,3.0282078,0.0466508,0.1699605,68.296802,76.167646,-71.733239,80.06,10,221
2889,11.36,3.0218237,0.0835795,0.178689,68.513041,74.221054,-73.039502,1.76,-2,221
2900,11.77,3.0239243,0.0882462,0.1763728,68.441493,75.016212,-73.760541,0.79,-2,221
2907,11.64,3.016918,0.0595646,0.171523,68.680382,74.479555,-71.521786,0.36,-2,221
2908,11.71,2.9788138,0.1253605,0.2414622,70.004305,58.426664,-68.949483,1.95,-2,0
2909,11.12,3.0206992,0.0709038,0.1777339,68.551431,74.107121,-72.05007,1.5,-2,221
2928,11.42,3.007375,0.0805944,0.1812529,69.007783,71.845642,-71.604639,0.79,-2,221
2957,10.92,3.0220757,0.0748303,0.1693502,68.504343,75.740582,-73.035571,1.53,-2,221
2982,11.67,2.999307,0.0624133,0.1674192,69.286433,72.955724,-70.72903,1.5,-2,221
3003,11.1,3.0235082,0.0822043,0.1822311,68.455861,73.833939,-72.785797,10.93,-2,221
3028,10.83,3.0191601,0.0664257,0.1673075,68.603694,75.57686,-72.389522,0.77,-2,221
3062,10.89,3.0184417,0.0693995,0.1759159,68.62838,74.094829,-71.916249,2.35,-2,221
3088,11.45,3.0193356,0.0819316,0.175097,68.597744,74.447281,-73.006217,2.15,-2,221
3104,10.62,2.9635853,0.050301,0.4032209,70.550629,21.204243,-50.00131,6.86,10,0
3120,11.61,3.0285758,0.0757612,0.2390544,68.283823,62.748598,-68.307043,155.71,10,0
3126,12.08,3.0052898,0.0733647,0.1754305,69.07959,72.444953,-71.360264,1.48,-2,221
3140,10.87,3.0160373,0.0695153,0.1770671,68.709643,73.593544,-71.695696,46.76,10,221
3168,11.68,2.9937274,0.0805988,0.1805648,69.480475,70.340711,-70.709664,1.67,-2,221
3190,12.72,2.9974221,0.0836957,0.1747551,69.351865,71.775472,-71.593513,4.17,-2,221
3194,11.86,3.0119846,0.0744554,0.1741198,68.849441,73.542957,-71.980758,18.8,-2,221
3196,11.81,3.0284797,0.0275136,0.1576087,68.286145,78.008935,-71.831348,109.81,10,0
3214,11.23,3.0134882,0.0783786,0.1793647,68.797756,72.943837,-71.975124,1.41,-2,221
3232,11.57,3.0228753,0.0660019,0.1759149,68.477374,74.593933,-72.029308,2.55,-2,221
3237,10.77,3.0152036,0.0819911,0.1777906,68.738962,73.448392,-72.511371,1.0,-2,221
3250,11.25,3.0161233,0.0714203,0.1698328,68.71078,74.820637,-72.283089,43.71,-2,221
3262,11.07,3.0096582,0.0847146,0.146527,68.928433,77.757703,-74.371721,1.51,-2,0
3310,10.67,3.0099364,0.0842212,0.173283,68.919449,73.597109,-72.60434,1.55,-2,221
3312,11.47,3.0046193,0.0856813,0.1792151,69.102702,71.925042,-71.955969,1.35,-2,221
3318,10.85,3.0099346,0.0787363,0.1821854,68.919763,71.980207,-71.57573,1.47,-2,221
3328,11.43,3.0174271,0.0752641,0.1844775,68.663153,72.5124,-71.668804,1.54,-2,221
3329,11.49,2.9968049,0.0796556,0.1813319,69.37364,70.548585,-70.801755,23.97,-2,221
3341,12.12,3.0295652,0.2113152,0.1591883,68.245179,81.483971,-95.853469,248.96,10,0
3357,11.63,3.0214636,0.0900291,0.1829724,68.525329,73.549683,-73.226335,0.76,-2,221
3366,11.49,3.005255,0.0610886,0.1723054,69.080828,72.890197,-70.741873,1.51,-2,221
3425,11.09,3.0002193,0.0788615,0.1787814,69.254924,71.374704,-71.149816,1.51,-2,221
3468,11.48,3.0198163,0.0524697,0.1716802,68.581529,74.776714,-71.315994,1.8,-2,221
3469,10.98,3.0199536,0.0810625,0.1709299,68.576633,75.327701,-73.172868,15.98,-2,221
3505,11.7,3.0106297,0.0790842,0.178722,68.895796,72.678551,-71.889922,1.51,-2,221
3506,11.61,2.9990974,0.0684717,0.1692554,69.293687,72.65024,-71.011139,1.49,-2,221
3560,11.05,3.018575,0.0782938,0.1764433,68.62375,74.075087,-72.569168,1.66,-2,221
3570,11.24,3.0214562,0.0795037,0.176899,68.525547,74.410389,-72.83173,0.0,-2,221
3582,11.6,3.0021776,0.0588767,0.1717558,69.187145,72.584411,-70.442292,1.36,-2,221
3614,10.7,2.9806317,0.1455089,0.3074273,69.941955,44.8783,-64.959303,14.01,-2,0
3620,12.28,2.9921825,0.0801517,0.1762198,69.534193,70.871526,-70.865632,0.78,-2,221
3638,11.38,3.0150431,0.0808533,0.1745533,68.744373,73.993644,-72.612923,0.44,-2,221
3641,11.3,2.9928059,0.0918218,0.2731693,69.514953,52.661525,-64.317935,1.08,10,0
3713,11.39,3.0196798,0.0792373,0.1738638,68.58596,74.715711,-72.864617,1.71,-2,221
3721,11.79,3.0202939,0.0894362,0.165074,68.564776,76.473964,-74.367447,0.1,-2,221
3736,10.9,3.0188013,0.0779713,0.1828828,68.616182,73.010084,-72.074608,1.52,-2,221
3750,11.99,3.0196854,0.0840476,0.1815677,68.585936,73.443566,-72.705882,1.59,-2,221
3772,11.17,3.0221176,0.0626378,0.1703952,68.503059,75.421696,-72.089938,1.51,-2,221
3774,11.1,3.0052143,0.0854776,0.1808389,69.082208,71.719519,-71.866095,1.48,-2,221
3820,12.16,3.0058728,0.0765003,0.1832897,69.059669,71.263959,-71.054898,0.0,-2,221
3876,11.41,3.01945,0.0823561,0.1731556,68.593772,74.822843,-73.161281,2.88,-2,221
3887,12.54,2.9963171,0.0784055,0.1753055,69.390257,71.470065,-71.089353,2.0,-2,221
3896,11.37,3.0056571,0.0782821,0.1827656,69.067046,71.34245,-71.209302,1.52,-2,221
3914,11.54,3.0141663,0.084943,0.1781041,68.774431,73.319947,-72.639913,0.6,-2,221
3950,11.73,2.9942177,0.0847848,0.1762695,69.463261,71.162486,-71.355107,1.3,-2,221
3955,11.31,3.0190434,0.080067,0.1764167,68.607759,74.226983,-72.688987,1.3,-2,221
3992,11.35,3.0169995,0.0654621,0.1768374,68.677667,73.675041,-71.511822,1.41,-2,221
4041,11.18,3.0127454,0.0760644,0.1750042,68.823924,73.500349,-72.098829,26.05,-2,221
4052,11.83,3.0242186,0.0749208,0.1794941,68.431729,74.333791,-72.469582,1.54,-2,221
4058,11.37,3.0120198,0.078012,0.1723404,68.847924,73.885041,-72.372752,24.87,-2,221
4059,11.35,3.0179172,0.0838096,0.17845,68.646183,73.730981,-72.79954,1.97,-2,221
4074,12.09,3.0234201,0.0672625,0.1732573,68.458731,75.19258,-72.294143,7.66,-2,221
4075,12.2,3.025617,0.0521639,0.1358099,68.382935,81.208455,-73.868937,28.83,-2,0
4077,11.08,3.019152,0.0728276,0.1799612,68.604194,73.475888,-71.955062,1.5,-2,221
4078,11.02,3.0170174,0.0946286,0.1810771,68.67689,73.347765,-73.466674,1.78,-2,221
4093,12.14,3.0178027,0.0579351,0.1841397,68.650452,72.426868,-70.632743,1.54,-2,221
